found_in,star_id,ra,dec,mag,peak,snr,tile,missing_jwst,missing_hst,in_jwst_fp,in_hst_fp,missing_euclid,in_euclid_fp,in_jwst_pix,in_hst_pix,real_orphan,in_common_v5,sharpness
JWST F115W,F115W_A10_0094999,150.27304430825694,1.8402565920603486,-7.292457103729248,67.0364761352539,2266.53076171875,A10,False,True,False,True,False,True,False,True,True,True,0.6400466561317444
Euclid VIS,VIS_101542816_0737048,149.88403935815384,1.915768344129648,-2.6861941814422607,3.215975284576416,2265.458251953125,101542816,True,True,True,True,False,False,True,True,True,True,0.6221880912780762
JWST F115W,F115W_A6_0401811,149.74385400610245,1.9509327857063954,-6.627168655395508,66.71310424804688,2261.770751953125,A6,False,True,False,True,False,True,True,True,True,True,0.6501727104187012
JWST F115W,F115W_A10_0089424,150.32405649785017,1.8027872345485605,-6.560840606689453,66.52696990966797,2249.303955078125,A10,False,True,False,True,False,True,True,True,True,True,0.6942118406295776
JWST F115W,F115W_A6_0436574,149.7830262117271,2.072083900085246,-6.530508518218994,64.94202423095703,2201.725830078125,A6,False,True,False,True,False,True,True,True,True,True,0.6619596481323242
JWST F115W,F115W_A3_0271604,150.18557452551102,2.1518831048595515,-6.475004196166992,63.42161178588867,2184.326904296875,A3,False,True,False,True,False,True,True,True,True,True,0.660102367401123
JWST F115W,F115W_B8_1132743,150.1216071406036,2.312232085053812,-6.657914161682129,62.969539642333984,2181.26953125,B8,False,True,False,True,False,True,False,True,True,True,0.5788003206253052
JWST F115W,F115W_B4_0906440,150.32816327955751,2.4688607706134125,-6.571326732635498,64.52911376953125,2178.29833984375,B4,False,True,False,True,False,True,False,True,True,True,0.6695570349693298
JWST F115W,F115W_B10_0746358,150.4537093981313,2.292961172372565,-7.33574104309082,66.20941925048828,2178.01953125,B10,False,True,False,True,False,True,True,True,True,True,0.6307232975959778
JWST F115W,F115W_A1_0041216,149.90127767179874,2.194919523412947,-6.4543914794921875,60.68009567260742,2150.86083984375,A1,False,True,False,True,False,True,True,True,True,True,0.6562141180038452
Euclid VIS,VIS_101544257_1216523,149.9811773995703,2.2984677969239207,-3.5598878860473633,2.6628403663635254,2135.05859375,101544257,True,True,True,True,False,False,False,True,True,True,0.6954752206802368
JWST F115W,F115W_B8_1133640,150.1263882852998,2.312106943792689,-7.235236167907715,60.79016876220703,2105.776123046875,B8,False,True,False,True,False,True,False,True,True,True,0.606049656867981
JWST F115W,F115W_B4_0907475,150.42889146502176,2.438853602501127,-7.22222375869751,61.985164642333984,2092.422607421875,B4,False,True,False,True,False,True,True,True,True,True,0.6256487965583801
JWST F115W,F115W_A10_0105808,150.35754347106342,1.858985159586562,-6.9718546867370605,61.17046356201172,2068.1982421875,A10,False,True,False,True,False,True,True,True,True,True,0.6724175810813904
JWST F115W,F115W_A7_0501822,149.92059836951512,2.0331478143135984,-6.562670707702637,60.98405075073242,2061.5166015625,A7,False,True,False,True,False,True,True,True,True,True,0.6741564869880676
Euclid VIS,VIS_101542816_0746382,149.94839534606987,1.932160702046321,-3.5154037475585938,2.9015591144561768,2043.97119140625,101542816,True,True,True,True,False,False,True,True,True,True,0.6984994411468506
JWST F115W,F115W_B1_0692591,149.95648159495718,2.6693753471731103,-6.3637237548828125,60.0986328125,2010.6712646484375,B1,False,True,False,True,False,True,True,True,True,True,0.6592257618904114
Euclid VIS,VIS_101544256_1150423,149.84103431805767,2.2549180500975634,-3.2238712310791016,2.2760794162750244,2006.75634765625,101544256,False,True,True,True,False,False,True,True,True,True,0.6761336922645569
JWST F115W,F115W_B7_1059613,150.01246469686544,2.3181984725309177,-6.367557525634766,59.03692626953125,2004.5068359375,B7,False,True,False,True,False,True,True,True,True,True,0.6747967004776001
Euclid VIS,VIS_101544258_1271549,150.3365850700254,2.3222220259451727,-3.728231191635132,2.7623724937438965,1987.2298583984375,101544258,False,True,True,True,False,False,False,True,True,True,0.6705101728439331
Euclid VIS,VIS_101542818_0920037,150.1828461007833,2.0293640787210405,-3.9157142639160156,2.995765447616577,1957.7313232421875,101542818,True,True,True,True,False,False,False,True,True,True,0.638250470161438
JWST F115W,F115W_B9_1205421,150.3816506743343,2.2346133349037687,-7.395077228546143,55.81889724731445,1910.605712890625,B9,False,True,False,True,False,True,True,True,True,True,0.5831165909767151
JWST F115W,F115W_B6_1032262,149.97150214488417,2.459276084902183,-6.966655731201172,56.66864776611328,1902.365234375,B6,False,True,False,True,False,True,True,True,True,True,0.6271536350250244
JWST F115W,F115W_A5_0384135,150.33826373027702,2.094113621596975,-6.393492698669434,56.39451599121094,1870.859619140625,A5,False,True,False,True,False,True,False,True,True,True,0.6623780727386475
JWST F115W,F115W_B7_1078058,150.0722554070116,2.3662386732416967,-7.363959312438965,54.75059127807617,1858.9710693359375,B7,False,True,False,True,False,True,True,True,True,True,0.6209927797317505
JWST F115W,F115W_A6_0434398,149.8438165742089,2.0447089484672927,-6.199237823486328,54.49009323120117,1847.3746337890625,A6,False,True,False,True,False,True,True,True,True,True,0.6714971661567688
JWST F115W,F115W_A9_0609765,150.24569711820095,1.8591082640058783,-6.363807678222656,53.5952033996582,1814.4034423828125,A9,False,True,False,True,False,True,True,True,True,True,0.6809402704238892
JWST F115W,F115W_A3_0252905,150.17927846272522,2.107397738242312,-6.892371654510498,52.61475372314453,1812.1239013671875,A3,False,True,False,True,False,True,True,True,True,True,0.6414506435394287
JWST F115W,F115W_A7_0513100,149.92388181178393,2.0742185006231524,-7.160399436950684,53.49599838256836,1808.3890380859375,A7,False,True,False,True,True,True,True,True,True,True,0.6475286483764648
JWST F115W,F115W_B2_0768335,150.09278661107697,2.4818690358388285,-7.183873653411865,52.926204681396484,1774.364501953125,B2,False,True,False,True,False,True,True,True,True,True,0.6408321261405945
Euclid VIS,VIS_101544258_1250619,150.4718241002655,2.1735264381655246,-3.5263829231262207,2.4550437927246094,1766.139892578125,101544258,False,True,True,True,False,False,True,True,True,True,0.6657871603965759
JWST F115W,F115W_B2_0791016,150.0769609607852,2.584197030446197,-6.841663360595703,52.136051177978516,1747.8743896484375,B2,False,True,False,True,False,True,True,True,True,True,0.6679831147193909
Euclid VIS,VIS_101544256_1176403,149.84955440203512,2.3681649011117796,-3.1804990768432617,1.9773213863372803,1743.349609375,101544256,True,True,True,True,False,False,True,True,True,True,0.6722669005393982
JWST F115W,F115W_B4_0888458,150.28149143464177,2.41717950849419,-6.5362067222595215,51.48516082763672,1737.975830078125,B4,False,True,False,True,False,True,True,True,True,True,0.6897427439689636
Euclid VIS,VIS_101544257_1222472,150.05257993143033,2.337716381379245,-3.4321608543395996,2.163191080093384,1734.441162109375,101544257,True,True,True,True,False,False,True,True,True,True,0.6550664901733398
JWST F115W,F115W_B1_0661201,149.9377402089851,2.559572765595888,-6.6374053955078125,51.34173583984375,1717.6988525390625,B1,False,True,False,True,False,True,True,True,True,True,0.5609400272369385
JWST F115W,F115W_B10_0708097,150.38546671274287,2.157881151976459,-6.362001895904541,52.17729949951172,1716.4200439453125,B10,False,True,False,True,False,True,True,True,True,True,0.6724228262901306
JWST F115W,F115W_A9_0581960,150.16855442079893,1.785029937408102,-7.009737968444824,50.483943939208984,1709.0753173828125,A9,False,True,False,True,True,True,True,True,True,True,0.6842123866081238
Euclid VIS,VIS_101544256_1146225,149.88080149968013,2.2285818552336347,-3.2577273845672607,1.9044092893600464,1679.0650634765625,101544256,True,True,True,True,False,False,True,True,True,True,0.662070631980896
Euclid VIS,VIS_101545697_1534877,150.0806126435678,2.390272078722973,-3.5665783882141113,2.3852813243865967,1663.0869140625,101545697,False,True,True,True,False,False,True,True,True,True,0.6597258448600769
JWST F115W,F115W_A8_0565212,150.1203131378328,1.9716204969025224,-6.228939056396484,49.171390533447266,1652.17333984375,A8,False,True,False,True,False,True,True,True,True,True,0.686987578868866
JWST F115W,F115W_A3_0272164,150.1749224839457,2.1605527214285893,-6.785202980041504,47.351234436035156,1630.841064453125,A3,False,True,False,True,False,True,True,True,True,True,0.6415214538574219
JWST F115W,F115W_A10_0112773,150.2887221159597,1.9100515017366997,-7.02573299407959,48.10143280029297,1626.3291015625,A10,False,True,False,True,False,True,False,True,True,True,0.6332473754882812
JWST F115W,F115W_A4_0306846,150.3064624693917,2.021938273798108,-6.942427158355713,47.90709686279297,1622.61572265625,A4,False,True,False,True,False,True,True,True,True,True,0.6165136098861694
Euclid VIS,VIS_101544257_1191880,149.98738926031558,2.1342108280876877,-3.1571855545043945,2.0176219940185547,1617.7242431640625,101544257,False,True,True,True,False,False,True,True,True,True,0.6896936893463135
JWST F115W,F115W_A9_0597464,150.2291818763324,1.8205820762003149,-6.84190034866333,47.72008514404297,1615.508056640625,A9,False,True,False,True,True,True,True,True,True,True,0.6237771511077881
Euclid VIS,VIS_101544257_1229744,150.01012383561803,2.3862096915602824,-2.7626137733459473,2.011317253112793,1612.6690673828125,101544257,True,True,True,True,False,False,True,True,True,True,0.6909753084182739
JWST F115W,F115W_A1_0054777,149.84662155756314,2.2652767950680732,-6.7668585777282715,45.41879653930664,1609.910400390625,A1,False,True,False,True,False,True,True,True,True,True,0.6473457217216492
JWST F115W,F115W_A3_0204777,150.10218144987994,2.008804267442376,-6.167181968688965,46.64641189575195,1606.5660400390625,A3,False,True,False,True,False,True,True,True,True,True,0.6696884632110596
JWST F115W,F115W_B6_1033719,149.880667177597,2.4951025557277307,-6.24087381362915,47.41271209716797,1591.6436767578125,B6,False,True,False,True,False,True,True,True,True,True,0.6831616759300232
JWST F115W,F115W_A4_0328030,150.33036979954932,2.085475358724595,-6.161261081695557,46.97699737548828,1591.1131591796875,A4,False,True,False,True,False,True,False,True,True,True,0.6785726547241211
Euclid VIS,VIS_101542816_0786659,149.79576483849823,2.1139454906586734,-3.499802589416504,2.249767780303955,1584.823974609375,101542816,False,True,True,True,False,False,True,True,True,True,0.688887894153595
JWST F115W,F115W_A2_0193364,149.99802366283382,2.2420191702688155,-6.096632480621338,46.42694854736328,1572.55908203125,A2,False,True,False,True,False,True,True,True,True,True,0.6603773236274719
JWST F115W,F115W_B8_1140227,150.23624663469414,2.2891319040707034,-6.272622108459473,45.19881820678711,1565.6904296875,B8,False,True,False,True,False,True,True,True,True,True,0.6728441119194031
Euclid VIS,VIS_101545696_1520432,149.92368053253142,2.6086058150108653,-3.3998632431030273,2.1679158210754395,1553.0550537109375,101545696,False,True,True,True,False,False,True,True,True,True,0.6785509586334229
JWST F115W,F115W_B7_1082703,150.0744167347155,2.3760904558444502,-6.746600151062012,45.6329460144043,1549.3956298828125,B7,False,True,False,True,False,True,True,True,True,True,0.6911303997039795
Euclid VIS,VIS_101542818_0912456,150.3201451491942,2.011420342187818,-3.550140380859375,2.367598056793213,1547.2242431640625,101542818,False,True,True,True,False,False,False,True,True,True,0.6682230234146118
JWST F115W,F115W_B8_1106774,150.09473436212957,2.220852990929543,-6.878674507141113,44.59566116333008,1544.797119140625,B8,False,True,False,True,False,True,True,True,True,True,0.5726185441017151
Euclid VIS,VIS_101544257_1224113,150.0745843357967,2.348465486331666,-3.377106189727783,1.9204903841018677,1539.8443603515625,101544257,False,True,True,True,False,False,True,True,True,True,0.6671816110610962
JWST F115W,F115W_B3_0822494,150.14612134750757,2.45695984053493,-6.729475021362305,45.20742416381836,1530.808349609375,B3,False,True,False,True,False,True,True,True,True,True,0.6240900158882141
JWST F115W,F115W_B7_1091800,150.10578067579667,2.3978498299143127,-6.919863700866699,45.04029846191406,1529.273193359375,B7,False,True,False,True,False,True,True,True,True,True,0.6978837251663208
JWST F115W,F115W_B4_0917096,150.37973261252932,2.498245187260867,-6.160947799682617,45.14512252807617,1523.9561767578125,B4,False,True,False,True,False,True,True,True,True,True,0.6517150402069092
Euclid VIS,VIS_101542818_0933036,150.2999253453529,2.0624462449629823,-3.284416675567627,2.317673444747925,1514.5985107421875,101542818,True,True,True,True,False,False,True,True,True,True,0.6901758313179016
Euclid VIS,VIS_101545697_1566877,149.98609242511915,2.636262209903528,-3.4133193492889404,2.170180559158325,1513.1124267578125,101545697,True,True,True,True,False,False,True,True,True,True,0.6807604432106018
JWST F115W,F115W_B2_0771327,150.1524578670657,2.4786407359898908,-6.122467041015625,45.088592529296875,1511.6065673828125,B2,False,True,False,True,False,True,True,True,True,True,0.6702877879142761
JWST F115W,F115W_B4_0895111,150.407674980072,2.405491225968573,-6.919200420379639,44.612728118896484,1505.9842529296875,B4,False,True,False,True,False,True,True,True,True,True,0.6272861361503601
Euclid VIS,VIS_101544258_1257297,150.20219266005722,2.2207429624285937,-3.3794593811035156,2.0866620540618896,1501.12890625,101544258,True,True,True,True,False,False,False,True,True,True,0.6659029722213745
JWST F115W,F115W_A1_0064359,149.84222647186974,2.303415277171754,-6.795095920562744,41.73450469970703,1479.3172607421875,A1,False,True,False,True,False,True,True,True,True,True,0.6309007406234741
Euclid VIS,VIS_101544256_1149521,149.9779035782763,2.249472235379603,-3.097977638244629,1.673602819442749,1475.5693359375,101544256,True,True,True,True,False,False,True,True,True,True,0.6720523238182068
JWST F115W,F115W_B7_1060650,150.09484894973323,2.2970258537668986,-6.75774621963501,43.21255111694336,1467.21484375,B7,False,True,False,True,False,True,True,True,True,True,0.684537947177887
Euclid VIS,VIS_101545696_1467182,149.96436951557752,2.4537128899549456,-3.2649848461151123,2.0382022857666016,1460.1307373046875,101545696,True,True,True,True,False,False,False,True,True,True,0.6700280904769897
JWST F115W,F115W_A3_0202937,150.05244870225135,2.0228258053914567,-6.946120262145996,42.03721237182617,1447.8189697265625,A3,False,True,False,True,False,True,True,True,True,True,0.6760693788528442
Euclid VIS,VIS_101544257_1207824,150.22483625056407,2.2369237389607908,-3.156914472579956,1.8032200336456299,1445.8172607421875,101544257,True,True,True,True,False,False,True,True,True,True,0.65798020362854
Euclid VIS,VIS_101542817_0853081,150.05307880829517,2.121205157616472,-2.752849578857422,1.965726375579834,1445.201416015625,101542817,True,True,True,True,False,False,False,True,True,True,0.6846033930778503
Euclid VIS,VIS_101545697_1557803,149.9739666970446,2.5715473180881507,-3.3354604244232178,2.065690279006958,1440.2587890625,101545697,True,True,True,True,False,False,True,True,True,True,0.5897775292396545
JWST F115W,F115W_B8_1123355,150.09505755345816,2.3004955516845653,-7.057478904724121,41.474361419677734,1436.675048828125,B8,False,True,False,True,False,True,True,True,True,True,0.5725739002227783
JWST F115W,F115W_B1_0675258,149.90325684465378,2.606074681345512,-7.123130798339844,42.66450119018555,1427.3916015625,B1,False,True,False,True,True,True,True,True,True,True,0.5776581168174744
Euclid VIS,VIS_101542817_0837143,150.16648852900255,1.9940530961504654,-3.378310203552246,1.9414377212524414,1427.3443603515625,101542817,False,True,True,True,False,False,False,True,True,True,0.6594350934028625
JWST F115W,F115W_A6_0402390,149.7507592442423,1.9508140356350716,-6.780175685882568,41.820289611816406,1417.8310546875,A6,False,True,False,True,False,True,True,True,True,True,0.6138421297073364
JWST F115W,F115W_B6_0980767,149.8634153089376,2.3060546302099003,-6.262378215789795,42.135494232177734,1414.487548828125,B6,False,True,False,True,False,True,True,True,True,True,0.6759670972824097
Euclid VIS,VIS_101544258_1249354,150.46039172776088,2.1667866236775692,-3.331407070159912,1.9654520750045776,1413.9312744140625,101544258,True,True,True,True,False,False,True,True,True,True,0.6557641625404358
JWST F115W,F115W_A4_0333372,150.235212084788,2.144962116595253,-6.604784965515137,41.63932418823242,1410.325927734375,A4,False,True,False,True,False,True,True,True,True,True,0.6653536558151245
JWST F115W,F115W_B7_1084602,150.00329794748376,2.4075181230852167,-6.967026710510254,41.40467834472656,1405.831298828125,B7,False,True,False,True,True,True,False,True,True,True,0.6503241062164307
Euclid VIS,VIS_101545697_1548630,150.21806689028205,2.5005724869471573,-3.28342866897583,2.0131521224975586,1403.627685546875,101545697,False,True,True,True,False,False,True,True,True,True,0.65263432264328
JWST F115W,F115W_B2_0790056,150.1076322362987,2.569253296593602,-6.082691192626953,41.750648498535156,1399.701171875,B2,False,True,False,True,False,True,True,True,True,True,0.6826200485229492
JWST F115W,F115W_A3_0234550,150.03184912673825,2.1376829846139764,-6.667716979980469,40.46275329589844,1393.5924072265625,A3,False,True,False,True,False,True,True,True,True,True,0.619529664516449
Euclid VIS,VIS_101542817_0847914,150.0176408871075,2.0797640821072476,-2.726701259613037,1.8868039846420288,1387.1776123046875,101542817,False,True,True,True,False,False,True,True,True,True,0.6881268620491028
JWST F115W,F115W_A9_0588066,150.20805656042793,1.7897125364171171,-6.741312026977539,40.879459381103516,1383.9266357421875,A9,False,True,False,True,True,True,True,True,True,True,0.646150529384613
Euclid VIS,VIS_101545697_1547910,150.23054093879284,2.4950174855692473,-3.3004226684570312,1.9734561443328857,1375.9505615234375,101545697,False,True,True,True,False,False,True,True,True,True,0.6701332330703735
JWST F115W,F115W_B3_0838013,150.23329399812584,2.476265007960151,-7.018121719360352,40.2768669128418,1363.850341796875,B3,False,True,False,True,True,True,True,True,True,True,0.6200381517410278
JWST F115W,F115W_B8_1140166,150.11469364355455,2.3327783536869524,-6.705049514770508,39.35760498046875,1363.3504638671875,B8,False,True,False,True,False,True,False,True,True,True,0.6311733722686768
JWST F115W,F115W_A3_0272653,150.17396829876296,2.165011533299127,-5.892508029937744,39.49980163574219,1360.427001953125,A3,False,True,False,True,False,True,True,True,True,True,0.6897346377372742
JWST F115W,F115W_A8_0573404,150.09671138491422,2.0072116233253667,-6.837170124053955,40.32810974121094,1355.0364990234375,A8,False,True,False,True,False,True,True,True,True,True,0.6526771783828735
JWST F115W,F115W_B3_0810471,150.22303558026914,2.3773845183168243,-5.8956122398376465,40.00868606567383,1354.769287109375,B3,False,True,False,True,False,True,True,True,True,True,0.6878871321678162
JWST F115W,F115W_A3_0271358,150.06768722313942,2.1937584325981647,-7.065988540649414,38.90800857543945,1340.044921875,A3,False,True,False,True,True,True,False,True,True,True,0.6061233878135681
JWST F115W,F115W_B7_1039583,150.0015246681815,2.245023766463292,-6.781623363494873,39.43084716796875,1338.81298828125,B7,False,True,False,True,False,True,True,True,True,True,0.6677929759025574
JWST F115W,F115W_B9_1171489,150.29297102398536,2.151606838470371,-5.956595420837402,39.042755126953125,1336.380859375,B9,False,True,False,True,False,True,True,True,True,True,0.6321789622306824
JWST F115W,F115W_A10_0103172,150.34125576077037,1.8426559495332293,-6.033709526062012,39.484344482421875,1334.9818115234375,A10,False,True,False,True,False,True,True,True,True,True,0.6364599466323853
Euclid VIS,VIS_101544258_1276685,150.22922532797628,2.3599982889315174,-3.291062116622925,1.8537940979003906,1333.6053466796875,101544258,True,True,True,True,False,False,False,True,True,True,0.6501892805099487
JWST F115W,F115W_A2_0191134,149.91927044712622,2.262825633956325,-6.705255508422852,39.21900939941406,1328.4140625,A2,False,True,False,True,False,True,True,True,True,True,0.6610945463180542
Euclid VIS,VIS_101544258_1236555,150.385971202047,2.1224450132110455,-3.232405662536621,1.839915156364441,1323.6209716796875,101544258,False,True,True,True,False,False,False,True,True,True,0.665000855922699
JWST F115W,F115W_A5_0390608,150.43791456231153,2.0902797977067635,-6.209774017333984,39.867610931396484,1322.587890625,A5,False,True,False,True,False,True,True,True,True,True,0.668632984161377
JWST F115W,F115W_A5_0389094,150.34956511492575,2.1182876693780615,-6.207759857177734,39.75855255126953,1318.9698486328125,A5,False,True,False,True,False,True,True,True,True,True,0.5712384581565857
JWST F115W,F115W_B6_0981012,149.82718425403473,2.3197765794635417,-6.665666103363037,39.26753234863281,1318.210205078125,B6,False,True,False,True,False,True,True,True,True,True,0.6580469608306885
JWST F115W,F115W_A3_0210307,150.00470506077048,2.0558742633244247,-6.578261852264404,38.11212158203125,1312.6334228515625,A3,False,True,False,True,False,True,True,True,True,True,0.6380703449249268
JWST F115W,F115W_A3_0269364,150.12492649147617,2.1638216139362467,-5.904833793640137,38.012603759765625,1309.2059326171875,A3,False,True,False,True,False,True,True,True,True,True,0.6874104142189026
JWST F115W,F115W_B3_0847575,150.3145673105622,2.4828688332121325,-7.116147041320801,38.29453659057617,1296.7249755859375,B3,False,True,False,True,True,True,True,True,True,True,0.5885264277458191
Euclid VIS,VIS_101545697_1554980,150.12577870681915,2.550949803647529,-3.346856117248535,1.8565807342529297,1294.461669921875,101545697,False,True,True,True,False,False,True,True,True,True,0.6531343460083008
JWST F115W,F115W_B2_0791088,150.05032220702708,2.5941517908748315,-6.67397403717041,38.29299545288086,1283.782470703125,B2,False,True,False,True,True,True,True,True,True,True,0.6797855496406555
JWST F115W,F115W_B3_0859275,150.29354786485064,2.5228258650364843,-6.999072551727295,37.848140716552734,1281.609130859375,B3,False,True,False,True,False,True,True,True,True,True,0.5854518413543701
JWST F115W,F115W_A3_0272748,150.0565828990749,2.2085426266172212,-6.752839088439941,36.98567199707031,1273.8370361328125,A3,False,True,False,True,False,True,True,True,True,True,0.6231749057769775
JWST F115W,F115W_A1_0048772,149.7790140843079,2.2740857227206717,-5.821738243103027,35.80649948120117,1269.19384765625,A1,False,True,False,True,False,True,True,True,True,True,0.6974856853485107
JWST F115W,F115W_A9_0593479,150.21035812763256,1.8164765137331655,-6.70738410949707,37.3422737121582,1264.1793212890625,A9,False,True,False,True,True,True,True,True,True,True,0.6383013129234314
JWST F115W,F115W_B2_0750919,150.04905081622402,2.4346025128170306,-6.718259811401367,37.041988372802734,1241.842041015625,B2,False,True,False,True,False,True,True,True,True,True,0.6770228147506714
JWST F115W,F115W_B10_0711806,150.41536058473667,2.1707521093656945,-6.483020782470703,37.708160400390625,1240.4444580078125,B10,False,True,False,True,False,True,True,True,True,True,0.6681302785873413
