seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
22,1503800152023466810,150.380015,2.346681,17.87,B4,sn_euclid_only_0022_jwst1.png,sn_euclid_only_0022_jwst2.png
23,1502607833022857506,150.260783,2.285751,17.35,B9,sn_euclid_only_0023_jwst1.png,sn_euclid_only_0023_jwst2.png
24,1498997876025081932,149.899788,2.508193,22.95,B1,sn_euclid_only_0024_jwst1.png,sn_euclid_only_0024_jwst2.png
25,1504269314023124555,150.426931,2.312456,22.33,B5,sn_euclid_only_0025_jwst1.png,sn_euclid_only_0025_jwst2.png
26,1503239319023178015,150.323932,2.317802,17.85,B9,sn_euclid_only_0026_jwst1.png,sn_euclid_only_0026_jwst2.png
27,1503586838023172722,150.358684,2.317272,15.83,B9,sn_euclid_only_0027_jwst1.png,sn_euclid_only_0027_jwst2.png
28,1499454645024382204,149.945465,2.438220,18.27,B6,sn_euclid_only_0028_jwst1.png,sn_euclid_only_0028_jwst2.png
29,1502227490020841138,150.222749,2.084114,18.41,A4,sn_euclid_only_0029_jwst1.png,sn_euclid_only_0029_jwst2.png
30,1499865763025856399,149.986576,2.585640,17.67,B1,sn_euclid_only_0030_jwst1.png,sn_euclid_only_0030_jwst2.png
31,1499256383025740209,149.925638,2.574021,20.03,B1,sn_euclid_only_0031_jwst1.png,sn_euclid_only_0031_jwst2.png
32,1499101541024561910,149.910154,2.456191,17.66,B6,sn_euclid_only_0032_jwst1.png,sn_euclid_only_0032_jwst2.png
33,1499237768025766237,149.923777,2.576624,23.59,B1,sn_euclid_only_0033_jwst1.png,sn_euclid_only_0033_jwst2.png
34,1503510430020103119,150.351043,2.010312,17.74,A5,sn_euclid_only_0034_jwst1.png,sn_euclid_only_0034_jwst2.png
35,1503369403019306733,150.336940,1.930673,18.40,A10,sn_euclid_only_0035_jwst1.png,sn_euclid_only_0035_jwst2.png
36,1502174816019828537,150.217482,1.982854,18.42,A4,sn_euclid_only_0036_jwst1.png,sn_euclid_only_0036_jwst2.png
37,1503343673020614484,150.334367,2.061448,20.30,A5,sn_euclid_only_0037_jwst1.png,sn_euclid_only_0037_jwst2.png
38,1503063422020765336,150.306342,2.076534,17.91,A4,sn_euclid_only_0038_jwst1.png,sn_euclid_only_0038_jwst2.png
39,1503187708019899966,150.318771,1.989997,17.71,A5,sn_euclid_only_0039_jwst1.png,sn_euclid_only_0039_jwst2.png
40,1503843470021057029,150.384347,2.105703,17.67,A5,sn_euclid_only_0040_jwst1.png,sn_euclid_only_0040_jwst2.png
41,1503382642020941035,150.338264,2.094104,22.16,A5,sn_euclid_only_0041_jwst1.png,sn_euclid_only_0041_jwst2.png
42,1502297952019937969,150.229795,1.993797,18.24,A4,sn_euclid_only_0042_jwst1.png,sn_euclid_only_0042_jwst2.png
43,1502125145020433735,150.212515,2.043374,15.62,A4,sn_euclid_only_0043_jwst1.png,sn_euclid_only_0043_jwst2.png
44,1503234354021077434,150.323435,2.107743,23.17,A4,sn_euclid_only_0044_jwst1.png,sn_euclid_only_0044_jwst2.png
45,1502847272020420216,150.284727,2.042022,17.32,A4,sn_euclid_only_0045_jwst1.png,sn_euclid_only_0045_jwst2.png
46,1501501190022361834,150.150119,2.236183,16.87,B8,sn_euclid_only_0046_jwst1.png,sn_euclid_only_0046_jwst2.png
47,1501667355021342245,150.166736,2.134225,18.48,A3,sn_euclid_only_0047_jwst1.png,sn_euclid_only_0047_jwst2.png
48,1500465156021882642,150.046516,2.188264,16.88,A2,sn_euclid_only_0048_jwst1.png,sn_euclid_only_0048_jwst2.png
49,1500092056022143136,150.009206,2.214314,19.82,A2,sn_euclid_only_0049_jwst1.png,sn_euclid_only_0049_jwst2.png
50,1501731301021982443,150.173130,2.198244,25.35,B8,sn_euclid_only_0050_jwst1.png,sn_euclid_only_0050_jwst2.png
51,1499822121022595493,149.982212,2.259549,17.45,A2,sn_euclid_only_0051_jwst1.png,sn_euclid_only_0051_jwst2.png
52,1500856786022206250,150.085679,2.220625,19.16,A3,sn_euclid_only_0052_jwst1.png,sn_euclid_only_0052_jwst2.png
53,1501754015022046176,150.175402,2.204618,19.72,B8,sn_euclid_only_0053_jwst1.png,sn_euclid_only_0053_jwst2.png
54,1500890278022886046,150.089028,2.288605,17.54,B7,sn_euclid_only_0054_jwst1.png,sn_euclid_only_0054_jwst2.png
55,1501369746023393586,150.136975,2.339359,17.80,B8,sn_euclid_only_0055_jwst1.png,sn_euclid_only_0055_jwst2.png
56,1500763768023553711,150.076377,2.355371,18.22,B7,sn_euclid_only_0056_jwst1.png,sn_euclid_only_0056_jwst2.png
57,1501296506023450891,150.129651,2.345089,25.29,B8,sn_euclid_only_0057_jwst1.png,sn_euclid_only_0057_jwst2.png
58,1502125341023509471,150.212534,2.350947,17.79,B8,sn_euclid_only_0058_jwst1.png,sn_euclid_only_0058_jwst2.png
59,1500330134023625496,150.033013,2.362550,17.05,B7,sn_euclid_only_0059_jwst1.png,sn_euclid_only_0059_jwst2.png
60,1501902481023242005,150.190248,2.324201,23.24,B8,sn_euclid_only_0060_jwst1.png,sn_euclid_only_0060_jwst2.png
61,1499718206023169728,149.971821,2.316973,18.49,B7,sn_euclid_only_0061_jwst1.png,sn_euclid_only_0061_jwst2.png
62,1502099723022601652,150.209972,2.260165,24.89,B8,sn_euclid_only_0062_jwst1.png,sn_euclid_only_0062_jwst2.png
63,1501409453022608471,150.140945,2.260847,18.06,B8,sn_euclid_only_0063_jwst1.png,sn_euclid_only_0063_jwst2.png
64,1501414809023578450,150.141481,2.357845,25.36,B8,sn_euclid_only_0064_jwst1.png,sn_euclid_only_0064_jwst2.png
65,1501450350024137773,150.145035,2.413777,17.89,B3,sn_euclid_only_0065_jwst1.png,sn_euclid_only_0065_jwst2.png
66,1500647039024148851,150.064704,2.414885,23.31,B7,sn_euclid_only_0066_jwst1.png,sn_euclid_only_0066_jwst2.png
67,1500036375024393315,150.003638,2.439332,24.53,B7,sn_euclid_only_0067_jwst1.png,sn_euclid_only_0067_jwst2.png
68,1501327257023920241,150.132726,2.392024,17.87,B7,sn_euclid_only_0068_jwst1.png,sn_euclid_only_0068_jwst2.png
69,1502273239024135935,150.227324,2.413594,15.68,B3,sn_euclid_only_0069_jwst1.png,sn_euclid_only_0069_jwst2.png
70,1500079996024879901,150.008000,2.487990,15.97,B1,sn_euclid_only_0070_jwst1.png,sn_euclid_only_0070_jwst2.png
71,1501452562024760666,150.145256,2.476067,18.34,B2,sn_euclid_only_0071_jwst1.png,sn_euclid_only_0071_jwst2.png
72,1500838707024928234,150.083871,2.492823,20.09,B2,sn_euclid_only_0072_jwst1.png,sn_euclid_only_0072_jwst2.png
73,1502100708024660243,150.210071,2.466024,18.61,B3,sn_euclid_only_0073_jwst1.png,sn_euclid_only_0073_jwst2.png
74,1502057065024268734,150.205707,2.426873,24.00,B3,sn_euclid_only_0074_jwst1.png,sn_euclid_only_0074_jwst2.png
75,1499938985024629195,149.993899,2.462920,17.86,B1,sn_euclid_only_0075_jwst1.png,sn_euclid_only_0075_jwst2.png
76,1501106540024606215,150.110654,2.460622,22.52,B2,sn_euclid_only_0076_jwst1.png,sn_euclid_only_0076_jwst2.png
77,1502028345024667190,150.202835,2.466719,18.77,B3,sn_euclid_only_0077_jwst1.png,sn_euclid_only_0077_jwst2.png
78,1502236374024806617,150.223637,2.480662,19.05,B3,sn_euclid_only_0078_jwst1.png,sn_euclid_only_0078_jwst2.png
79,1500168419024906510,150.016842,2.490651,19.35,B1,sn_euclid_only_0079_jwst1.png,sn_euclid_only_0079_jwst2.png
80,1500292793025843279,150.029279,2.584328,15.78,B1,sn_euclid_only_0080_jwst1.png,sn_euclid_only_0080_jwst2.png
81,1500009121025585082,150.000912,2.558508,18.61,B1,sn_euclid_only_0081_jwst1.png,sn_euclid_only_0081_jwst2.png
82,1504842301024338652,150.484230,2.433865,16.66,B5,sn_euclid_only_0082_jwst1.png,sn_euclid_only_0082_jwst2.png
83,1503142009024225022,150.314201,2.422502,15.78,B4,sn_euclid_only_0083_jwst1.png,sn_euclid_only_0083_jwst2.png
84,1502906256024646736,150.290626,2.464674,19.42,B3,sn_euclid_only_0084_jwst1.png,sn_euclid_only_0084_jwst2.png
85,1503583934024389474,150.358393,2.438947,16.10,B4,sn_euclid_only_0085_jwst1.png,sn_euclid_only_0085_jwst2.png
86,1504886472023932961,150.488647,2.393296,18.32,B5,sn_euclid_only_0086_jwst1.png,sn_euclid_only_0086_jwst2.png
87,1503151989024410964,150.315199,2.441096,18.09,B4,sn_euclid_only_0087_jwst1.png,sn_euclid_only_0087_jwst2.png
88,1503509214024719041,150.350921,2.471904,18.67,B4,sn_euclid_only_0088_jwst1.png,sn_euclid_only_0088_jwst2.png
89,1502693375024601360,150.269338,2.460136,17.67,B3,sn_euclid_only_0089_jwst1.png,sn_euclid_only_0089_jwst2.png
90,1500890862019847143,150.089086,1.984714,18.94,A8,sn_euclid_only_0090_jwst1.png,sn_euclid_only_0090_jwst2.png
91,1500927237018816302,150.092724,1.881630,17.44,A8,sn_euclid_only_0091_jwst1.png,sn_euclid_only_0091_jwst2.png
92,1501530536019940753,150.153054,1.994075,17.17,A4,sn_euclid_only_0092_jwst1.png,sn_euclid_only_0092_jwst2.png
93,1500117349018985582,150.011735,1.898558,19.15,A8,sn_euclid_only_0093_jwst1.png,sn_euclid_only_0093_jwst2.png
94,1499578954020523934,149.957895,2.052393,17.07,A7,sn_euclid_only_0094_jwst1.png,sn_euclid_only_0094_jwst2.png
95,1499665329019509054,149.966533,1.950905,17.58,A7,sn_euclid_only_0095_jwst1.png,sn_euclid_only_0095_jwst2.png
96,1500866781019227741,150.086678,1.922774,17.22,A8,sn_euclid_only_0096_jwst1.png,sn_euclid_only_0096_jwst2.png
97,1501256296019649904,150.125630,1.964990,16.21,A8,sn_euclid_only_0097_jwst1.png,sn_euclid_only_0097_jwst2.png
98,1501108047020340636,150.110805,2.034064,17.61,A3,sn_euclid_only_0098_jwst1.png,sn_euclid_only_0098_jwst2.png
99,1499850827020687366,149.985083,2.068737,15.47,A2,sn_euclid_only_0099_jwst1.png,sn_euclid_only_0099_jwst2.png
100,1500056363020063316,150.005636,2.006332,17.73,A8,sn_euclid_only_0100_jwst1.png,sn_euclid_only_0100_jwst2.png
101,1501131383020945435,150.113138,2.094544,17.89,A3,sn_euclid_only_0101_jwst1.png,sn_euclid_only_0101_jwst2.png
102,1499936850020219954,149.993685,2.021995,17.45,A7,sn_euclid_only_0102_jwst1.png,sn_euclid_only_0102_jwst2.png
103,1501751980019139303,150.175198,1.913930,18.37,A9,sn_euclid_only_0103_jwst1.png,sn_euclid_only_0103_jwst2.png
104,1501070704020618110,150.107070,2.061811,18.43,A3,sn_euclid_only_0104_jwst1.png,sn_euclid_only_0104_jwst2.png
105,1500224698019425993,150.022470,1.942599,17.48,A8,sn_euclid_only_0105_jwst1.png,sn_euclid_only_0105_jwst2.png
106,1499480333020420846,149.948033,2.042085,18.97,A7,sn_euclid_only_0106_jwst1.png,sn_euclid_only_0106_jwst2.png
107,1501933437020460352,150.193344,2.046035,19.25,A4,sn_euclid_only_0107_jwst1.png,sn_euclid_only_0107_jwst2.png
108,1500443089020831369,150.044309,2.083137,15.60,A3,sn_euclid_only_0108_jwst1.png,sn_euclid_only_0108_jwst2.png
109,1501369614021146897,150.136961,2.114690,16.19,A3,sn_euclid_only_0109_jwst1.png,sn_euclid_only_0109_jwst2.png
110,1501943542020423304,150.194354,2.042330,18.72,A4,sn_euclid_only_0110_jwst1.png,sn_euclid_only_0110_jwst2.png
111,1500141845021070481,150.014185,2.107048,18.68,A2,sn_euclid_only_0111_jwst1.png,sn_euclid_only_0111_jwst2.png
112,1500367293020506052,150.036729,2.050605,18.98,A3,sn_euclid_only_0112_jwst1.png,sn_euclid_only_0112_jwst2.png
113,1501748850020797693,150.174885,2.079769,16.60,A3,sn_euclid_only_0113_jwst1.png,sn_euclid_only_0113_jwst2.png
114,1501822116018507990,150.182212,1.850799,18.41,A9,sn_euclid_only_0114_jwst1.png,sn_euclid_only_0114_jwst2.png
115,1502410166018755306,150.241017,1.875531,19.38,A10,sn_euclid_only_0115_jwst1.png,sn_euclid_only_0115_jwst2.png
116,1501672163018188771,150.167216,1.818877,18.33,A9,sn_euclid_only_0116_jwst1.png,sn_euclid_only_0116_jwst2.png
117,1505080556023843908,150.508056,2.384391,24.35,B5,sn_euclid_only_0117_jwst1.png,sn_euclid_only_0117_jwst2.png
118,1498802029020265512,149.880203,2.026551,20.71,A7,sn_euclid_only_0118_jwst1.png,sn_euclid_only_0118_jwst2.png
119,1497378846020599937,149.737885,2.059994,24.29,A6,sn_euclid_only_0119_jwst1.png,sn_euclid_only_0119_jwst2.png
120,1497701735019846059,149.770174,1.984606,18.88,A6,sn_euclid_only_0120_jwst1.png,sn_euclid_only_0120_jwst2.png
121,1498718437021006815,149.871844,2.100682,18.33,A1,sn_euclid_only_0121_jwst1.png,sn_euclid_only_0121_jwst2.png
122,1498973335019388641,149.897334,1.938864,18.41,A7,sn_euclid_only_0122_jwst1.png,sn_euclid_only_0122_jwst2.png
123,1499148743021115307,149.914874,2.111531,16.21,A2,sn_euclid_only_0123_jwst1.png,sn_euclid_only_0123_jwst2.png
124,1499414790020178324,149.941479,2.017832,18.05,A7,sn_euclid_only_0124_jwst1.png,sn_euclid_only_0124_jwst2.png
125,1497569027020431172,149.756903,2.043117,17.56,A6,sn_euclid_only_0125_jwst1.png,sn_euclid_only_0125_jwst2.png
126,1498359390021206389,149.835939,2.120639,18.93,A1,sn_euclid_only_0126_jwst1.png,sn_euclid_only_0126_jwst2.png
127,1497639438020749651,149.763944,2.074965,16.70,A6,sn_euclid_only_0127_jwst1.png,sn_euclid_only_0127_jwst2.png
128,1498554477021668562,149.855448,2.166856,17.91,A1,sn_euclid_only_0128_jwst1.png,sn_euclid_only_0128_jwst2.png
129,1499146431021285756,149.914643,2.128576,19.42,A2,sn_euclid_only_0129_jwst1.png,sn_euclid_only_0129_jwst2.png
130,1499364939022379174,149.936494,2.237917,19.47,A2,sn_euclid_only_0130_jwst1.png,sn_euclid_only_0130_jwst2.png
131,1499146530021258278,149.914653,2.125828,16.39,A2,sn_euclid_only_0131_jwst1.png,sn_euclid_only_0131_jwst2.png
132,1498578682022793615,149.857868,2.279362,17.70,A1,sn_euclid_only_0132_jwst1.png,sn_euclid_only_0132_jwst2.png
133,1499644792021496412,149.964479,2.149641,18.70,A2,sn_euclid_only_0133_jwst1.png,sn_euclid_only_0133_jwst2.png
134,1499105800021347414,149.910580,2.134741,18.11,A2,sn_euclid_only_0134_jwst1.png,sn_euclid_only_0134_jwst2.png
135,1498334036022586876,149.833404,2.258688,16.65,A1,sn_euclid_only_0135_jwst1.png,sn_euclid_only_0135_jwst2.png
136,1498278312023130767,149.827831,2.313077,18.58,A1,sn_euclid_only_0136_jwst1.png,sn_euclid_only_0136_jwst2.png
137,1498508693023541435,149.850869,2.354144,16.05,B6,sn_euclid_only_0137_jwst1.png,sn_euclid_only_0137_jwst2.png
138,1499661530023661286,149.966153,2.366129,16.77,B6,sn_euclid_only_0138_jwst1.png,sn_euclid_only_0138_jwst2.png
139,1499646623021845392,149.964662,2.184539,18.03,A2,sn_euclid_only_0139_jwst1.png,sn_euclid_only_0139_jwst2.png
140,1499310082023921914,149.931008,2.392191,16.22,B6,sn_euclid_only_0140_jwst1.png,sn_euclid_only_0140_jwst2.png
141,1498993719025118582,149.899372,2.511858,15.68,B1,sn_euclid_only_0141_jwst1.png,sn_euclid_only_0141_jwst2.png
142,1499608736023877750,149.960874,2.387775,17.88,B6,sn_euclid_only_0142_jwst1.png,sn_euclid_only_0142_jwst2.png
143,1498997864025081927,149.899786,2.508193,22.93,B1,sn_euclid_only_0143_jwst1.png,sn_euclid_only_0143_jwst2.png
144,1502072574018645424,150.207257,1.864542,18.18,A9,sn_euclid_only_0144_jwst1.png,sn_euclid_only_0144_jwst2.png
145,1499643501024292172,149.964350,2.429217,18.24,B6,sn_euclid_only_0145_jwst1.png,sn_euclid_only_0145_jwst2.png
146,1499204454025293924,149.920445,2.529392,15.27,B1,sn_euclid_only_0146_jwst1.png,sn_euclid_only_0146_jwst2.png
147,1497692996019859727,149.769300,1.985973,20.10,A6,sn_euclid_only_0147_jwst1.png,sn_euclid_only_0147_jwst2.png
148,1498973377019388619,149.897338,1.938862,18.35,A7,sn_euclid_only_0148_jwst1.png,sn_euclid_only_0148_jwst2.png
149,1504776081023506061,150.477608,2.350606,17.94,B5,sn_euclid_only_0149_jwst1.png,sn_euclid_only_0149_jwst2.png
150,1498802039020265522,149.880204,2.026552,20.72,A7,sn_euclid_only_0150_jwst1.png,sn_euclid_only_0150_jwst2.png
151,1497564792019789512,149.756479,1.978951,20.11,A6,sn_euclid_only_0151_jwst1.png,sn_euclid_only_0151_jwst2.png
152,1502255048018507860,150.225505,1.850786,18.16,A9,sn_euclid_only_0152_jwst1.png,sn_euclid_only_0152_jwst2.png
153,1502347653019901282,150.234765,1.990128,16.12,A4,sn_euclid_only_0153_jwst1.png,sn_euclid_only_0153_jwst2.png
154,1503230515018725413,150.323052,1.872541,18.49,A10,sn_euclid_only_0154_jwst1.png,sn_euclid_only_0154_jwst2.png
155,1503362099020965573,150.336210,2.096557,18.02,A5,sn_euclid_only_0155_jwst1.png,sn_euclid_only_0155_jwst2.png
156,1499263664019364012,149.926366,1.936401,19.28,A7,sn_euclid_only_0156_jwst1.png,sn_euclid_only_0156_jwst2.png
157,1498613118019876045,149.861312,1.987605,21.77,A7,sn_euclid_only_0157_jwst1.png,sn_euclid_only_0157_jwst2.png
158,1497350762020164006,149.735076,2.016401,18.93,A6,sn_euclid_only_0158_jwst1.png,sn_euclid_only_0158_jwst2.png
159,1498755550019464166,149.875555,1.946417,19.76,A7,sn_euclid_only_0159_jwst1.png,sn_euclid_only_0159_jwst2.png
160,1497701728019846059,149.770173,1.984606,18.91,A6,sn_euclid_only_0160_jwst1.png,sn_euclid_only_0160_jwst2.png
161,1502298023019937979,150.229802,1.993798,18.31,A4,sn_euclid_only_0161_jwst1.png,sn_euclid_only_0161_jwst2.png
162,1502751789021247568,150.275179,2.124757,16.21,A4,sn_euclid_only_0162_jwst1.png,sn_euclid_only_0162_jwst2.png
163,1503170018021730882,150.317002,2.173088,23.70,B9,sn_euclid_only_0163_jwst1.png,sn_euclid_only_0163_jwst2.png
164,1502174829019828580,150.217483,1.982858,18.50,A4,sn_euclid_only_0164_jwst1.png,sn_euclid_only_0164_jwst2.png
165,1503979627022617135,150.397963,2.261714,24.06,B10,sn_euclid_only_0165_jwst1.png,sn_euclid_only_0165_jwst2.png
166,1503239325023177972,150.323933,2.317797,17.89,B9,sn_euclid_only_0166_jwst1.png,sn_euclid_only_0166_jwst2.png
167,1502397200022263601,150.239720,2.226360,15.77,B9,sn_euclid_only_0167_jwst1.png,sn_euclid_only_0167_jwst2.png
168,1503502869022121862,150.350287,2.212186,25.09,B9,sn_euclid_only_0168_jwst1.png,sn_euclid_only_0168_jwst2.png
169,1503101469023517357,150.310147,2.351736,18.00,B4,sn_euclid_only_0169_jwst1.png,sn_euclid_only_0169_jwst2.png
170,1502894882019123863,150.289488,1.912386,18.54,A10,sn_euclid_only_0170_jwst1.png,sn_euclid_only_0170_jwst2.png
171,1503369486019306743,150.336949,1.930674,18.51,A10,sn_euclid_only_0171_jwst1.png,sn_euclid_only_0171_jwst2.png
172,1503452093020665911,150.345209,2.066591,24.46,A5,sn_euclid_only_0172_jwst1.png,sn_euclid_only_0172_jwst2.png
173,1503473373020189843,150.347337,2.018984,19.27,A5,sn_euclid_only_0173_jwst1.png,sn_euclid_only_0173_jwst2.png
174,1503843513021057047,150.384351,2.105705,17.67,A5,sn_euclid_only_0174_jwst1.png,sn_euclid_only_0174_jwst2.png
175,1503343687020614513,150.334369,2.061451,20.33,A5,sn_euclid_only_0175_jwst1.png,sn_euclid_only_0175_jwst2.png
176,1502565055021147576,150.256506,2.114758,15.61,A4,sn_euclid_only_0176_jwst1.png,sn_euclid_only_0176_jwst2.png
177,1503839905020192949,150.383991,2.019295,15.83,A5,sn_euclid_only_0177_jwst1.png,sn_euclid_only_0177_jwst2.png
178,1502227500020841198,150.222750,2.084120,18.40,A4,sn_euclid_only_0178_jwst1.png,sn_euclid_only_0178_jwst2.png
179,1502317015019481926,150.231702,1.948193,18.98,A9,sn_euclid_only_0179_jwst1.png,sn_euclid_only_0179_jwst2.png
180,1500927295018816337,150.092730,1.881634,17.49,A8,sn_euclid_only_0180_jwst1.png,sn_euclid_only_0180_jwst2.png
181,1499665355019509070,149.966536,1.950907,17.56,A7,sn_euclid_only_0181_jwst1.png,sn_euclid_only_0181_jwst2.png
182,1501070690020618160,150.107069,2.061816,18.33,A3,sn_euclid_only_0182_jwst1.png,sn_euclid_only_0182_jwst2.png
183,1501530584019940783,150.153058,1.994078,17.22,A4,sn_euclid_only_0183_jwst1.png,sn_euclid_only_0183_jwst2.png
184,1502412985021404690,150.241299,2.140469,18.59,A4,sn_euclid_only_0184_jwst1.png,sn_euclid_only_0184_jwst2.png
185,1500890887019847223,150.089089,1.984722,18.98,A8,sn_euclid_only_0185_jwst1.png,sn_euclid_only_0185_jwst2.png
186,1500481149020424366,150.048115,2.042437,17.87,A3,sn_euclid_only_0186_jwst1.png,sn_euclid_only_0186_jwst2.png
187,1502458422022262773,150.245842,2.226277,18.01,B9,sn_euclid_only_0187_jwst1.png,sn_euclid_only_0187_jwst2.png
188,1500649440020727964,150.064944,2.072796,20.28,A3,sn_euclid_only_0188_jwst1.png,sn_euclid_only_0188_jwst2.png
189,1503344112022152230,150.334411,2.215223,25.04,B9,sn_euclid_only_0189_jwst1.png,sn_euclid_only_0189_jwst2.png
190,1503344112022152230,150.334411,2.215223,25.08,B9,sn_euclid_only_0190_jwst1.png,sn_euclid_only_0190_jwst2.png
191,1503344112022152230,150.334411,2.215223,25.04,B9,sn_euclid_only_0191_jwst1.png,sn_euclid_only_0191_jwst2.png
192,1503344112022152230,150.334411,2.215223,25.08,B9,sn_euclid_only_0192_jwst1.png,sn_euclid_only_0192_jwst2.png
193,1503127029021272456,150.312703,2.127246,18.65,A4,sn_euclid_only_0193_jwst1.png,sn_euclid_only_0193_jwst2.png
194,1504306170021746824,150.430617,2.174682,17.83,B10,sn_euclid_only_0194_jwst1.png,sn_euclid_only_0194_jwst2.png
195,1503398392022719664,150.339839,2.271966,18.50,B9,sn_euclid_only_0195_jwst1.png,sn_euclid_only_0195_jwst2.png
196,1502284895022107234,150.228490,2.210723,16.06,B9,sn_euclid_only_0196_jwst1.png,sn_euclid_only_0196_jwst2.png
197,1504649377022483563,150.464938,2.248356,16.02,B10,sn_euclid_only_0197_jwst1.png,sn_euclid_only_0197_jwst2.png
198,1502855646022499160,150.285565,2.249916,17.68,B9,sn_euclid_only_0198_jwst1.png,sn_euclid_only_0198_jwst2.png
199,1503453755023498705,150.345376,2.349871,18.62,B4,sn_euclid_only_0199_jwst1.png,sn_euclid_only_0199_jwst2.png
200,1502382481022988837,150.238248,2.298884,17.70,B8,sn_euclid_only_0200_jwst1.png,sn_euclid_only_0200_jwst2.png
201,1502657484022371367,150.265748,2.237137,18.07,B9,sn_euclid_only_0201_jwst1.png,sn_euclid_only_0201_jwst2.png
202,1504260616023144080,150.426062,2.314408,19.39,B5,sn_euclid_only_0202_jwst1.png,sn_euclid_only_0202_jwst2.png
203,1504195690022570616,150.419569,2.257062,24.38,B10,sn_euclid_only_0203_jwst1.png,sn_euclid_only_0203_jwst2.png
204,1499480352020420829,149.948035,2.042083,18.93,A7,sn_euclid_only_0204_jwst1.png,sn_euclid_only_0204_jwst2.png
205,1501940080020003475,150.194008,2.000348,16.04,A4,sn_euclid_only_0205_jwst1.png,sn_euclid_only_0205_jwst2.png
206,1500367309020506083,150.036731,2.050608,19.01,A3,sn_euclid_only_0206_jwst1.png,sn_euclid_only_0206_jwst2.png
207,1499579141020523936,149.957914,2.052394,17.00,A7,sn_euclid_only_0207_jwst1.png,sn_euclid_only_0207_jwst2.png
208,1501131414020945439,150.113141,2.094544,17.85,A3,sn_euclid_only_0208_jwst1.png,sn_euclid_only_0208_jwst2.png
209,1500117363018985605,150.011736,1.898561,19.16,A8,sn_euclid_only_0209_jwst1.png,sn_euclid_only_0209_jwst2.png
210,1499695006020313577,149.969501,2.031358,18.57,A7,sn_euclid_only_0210_jwst1.png,sn_euclid_only_0210_jwst2.png
211,1500141842021070501,150.014184,2.107050,18.73,A2,sn_euclid_only_0211_jwst1.png,sn_euclid_only_0211_jwst2.png
212,1501752023019139314,150.175202,1.913931,18.47,A9,sn_euclid_only_0212_jwst1.png,sn_euclid_only_0212_jwst2.png
213,1500611842018825822,150.061184,1.882582,18.52,A8,sn_euclid_only_0213_jwst1.png,sn_euclid_only_0213_jwst2.png
214,1501108109020340675,150.110811,2.034068,17.64,A3,sn_euclid_only_0214_jwst1.png,sn_euclid_only_0214_jwst2.png
