seq,id,ra,dec,mag,tile,jwst1_png,jwst2_png
161,16,150.033220,1.867815,19.45,A8,sn_acs_only_0161_jwst1.png,sn_acs_only_0161_jwst2.png
162,137,150.009408,1.852610,23.85,A8,sn_acs_only_0162_jwst1.png,sn_acs_only_0162_jwst2.png
163,154,150.008157,1.852961,21.65,A8,sn_acs_only_0163_jwst1.png,sn_acs_only_0163_jwst2.png
164,263,150.009325,2.152262,22.63,A2,sn_acs_only_0164_jwst1.png,sn_acs_only_0164_jwst2.png
165,121,150.017605,1.874579,20.82,A8,sn_acs_only_0165_jwst1.png,sn_acs_only_0165_jwst2.png
166,229,149.996893,1.884849,19.19,A8,sn_acs_only_0166_jwst1.png,sn_acs_only_0166_jwst2.png
167,319,149.988408,2.495288,23.56,B1,sn_acs_only_0167_jwst1.png,sn_acs_only_0167_jwst2.png
168,24,150.043415,1.632357,21.66,,,
169,205,150.023151,2.540108,22.97,B1,sn_acs_only_0169_jwst1.png,sn_acs_only_0169_jwst2.png
170,224,150.027808,2.273457,24.36,B7,sn_acs_only_0170_jwst1.png,sn_acs_only_0170_jwst2.png
171,175,150.027326,1.683743,22.15,,,
172,227,150.031711,2.588040,23.57,B1,sn_acs_only_0172_jwst1.png,sn_acs_only_0172_jwst2.png
173,322,150.018437,2.593944,24.11,B1,sn_acs_only_0173_jwst1.png,sn_acs_only_0173_jwst2.png
174,34,150.053367,1.994799,22.03,A8,sn_acs_only_0174_jwst1.png,sn_acs_only_0174_jwst2.png
175,95,150.039981,1.991648,20.74,A8,sn_acs_only_0175_jwst1.png,sn_acs_only_0175_jwst2.png
176,112,150.036237,2.002961,20.23,A8,sn_acs_only_0176_jwst1.png,sn_acs_only_0176_jwst2.png
177,159,150.023610,1.983077,20.41,A8,sn_acs_only_0177_jwst1.png,sn_acs_only_0177_jwst2.png
178,266,150.007539,2.033489,24.14,A8,sn_acs_only_0178_jwst1.png,sn_acs_only_0178_jwst2.png
179,320,150.055380,2.338730,18.94,B7,sn_acs_only_0179_jwst1.png,sn_acs_only_0179_jwst2.png
180,142,150.044633,2.631540,22.61,B1,sn_acs_only_0180_jwst1.png,sn_acs_only_0180_jwst2.png
181,134,150.046810,1.788702,20.14,,,
182,135,150.051934,2.354901,22.97,B7,sn_acs_only_0182_jwst1.png,sn_acs_only_0182_jwst2.png
183,299,150.031475,2.379143,23.30,B7,sn_acs_only_0183_jwst1.png,sn_acs_only_0183_jwst2.png
184,53,150.074734,2.128581,21.10,A3,sn_acs_only_0184_jwst1.png,sn_acs_only_0184_jwst2.png
185,91,150.068505,2.409435,22.18,B7,sn_acs_only_0185_jwst1.png,sn_acs_only_0185_jwst2.png
186,103,150.073259,2.444173,20.29,B2,sn_acs_only_0186_jwst1.png,sn_acs_only_0186_jwst2.png
187,109,150.069698,2.426356,22.65,B2,sn_acs_only_0187_jwst1.png,sn_acs_only_0187_jwst2.png
188,365,150.034965,2.428984,23.94,B7,sn_acs_only_0188_jwst1.png,sn_acs_only_0188_jwst2.png
189,389,150.031636,2.763045,22.65,,,
190,282,150.083060,2.175572,18.60,A3,sn_acs_only_0190_jwst1.png,sn_acs_only_0190_jwst2.png
191,223,150.061007,2.507055,23.44,B2,sn_acs_only_0191_jwst1.png,sn_acs_only_0191_jwst2.png
192,350,150.035867,2.464590,22.86,B2,sn_acs_only_0192_jwst1.png,sn_acs_only_0192_jwst2.png
193,109,150.083073,1.906007,22.83,A8,sn_acs_only_0193_jwst1.png,sn_acs_only_0193_jwst2.png
194,84,150.045998,2.201136,22.90,A2,sn_acs_only_0194_jwst1.png,sn_acs_only_0194_jwst2.png
195,129,150.053270,2.195330,20.87,A2,sn_acs_only_0195_jwst1.png,sn_acs_only_0195_jwst2.png
196,342,150.092683,2.209748,23.51,A3,sn_acs_only_0196_jwst1.png,sn_acs_only_0196_jwst2.png
197,128,150.065793,2.267265,20.67,B7,sn_acs_only_0197_jwst1.png,sn_acs_only_0197_jwst2.png
198,216,150.100414,1.653785,22.91,,,
199,146,150.083247,1.989415,20.55,A8,sn_acs_only_0199_jwst1.png,sn_acs_only_0199_jwst2.png
200,156,150.090448,2.011473,20.42,A3,sn_acs_only_0200_jwst1.png,sn_acs_only_0200_jwst2.png
201,158,150.087890,1.992327,20.60,A8,sn_acs_only_0201_jwst1.png,sn_acs_only_0201_jwst2.png
202,219,150.098524,1.985787,21.57,A8,sn_acs_only_0202_jwst1.png,sn_acs_only_0202_jwst2.png
203,127,150.095689,2.297610,20.80,B7,sn_acs_only_0203_jwst1.png,sn_acs_only_0203_jwst2.png
204,64,150.115936,2.663324,20.81,,,
205,231,150.095456,2.662272,22.50,,,
206,160,150.101139,2.357580,20.29,B7,sn_acs_only_0206_jwst1.png,sn_acs_only_0206_jwst2.png
207,264,150.093090,2.385128,20.90,B7,sn_acs_only_0207_jwst1.png,sn_acs_only_0207_jwst2.png
208,122,150.097992,1.770622,18.47,,,
209,177,150.084145,1.758809,20.29,,,
210,247,150.071713,1.771734,20.91,,,
211,76,150.115014,2.680314,23.76,,,
212,203,150.103281,2.091938,21.99,A3,sn_acs_only_0212_jwst1.png,sn_acs_only_0212_jwst2.png
213,209,150.107015,2.429159,20.89,B2,sn_acs_only_0213_jwst1.png,sn_acs_only_0213_jwst2.png
214,230,150.104210,2.422496,23.02,B2,sn_acs_only_0214_jwst1.png,sn_acs_only_0214_jwst2.png
215,310,150.094095,2.425265,23.92,B2,sn_acs_only_0215_jwst1.png,sn_acs_only_0215_jwst2.png
216,331,150.086417,2.401777,23.40,B7,sn_acs_only_0216_jwst1.png,sn_acs_only_0216_jwst2.png
217,67,150.132947,1.845876,21.77,A9,sn_acs_only_0217_jwst1.png,sn_acs_only_0217_jwst2.png
218,136,150.100925,2.456703,22.66,B2,sn_acs_only_0218_jwst1.png,sn_acs_only_0218_jwst2.png
219,167,150.111940,2.488112,21.27,B2,sn_acs_only_0219_jwst1.png,sn_acs_only_0219_jwst2.png
220,308,150.115009,2.556840,21.44,B2,sn_acs_only_0220_jwst1.png,sn_acs_only_0220_jwst2.png
221,36,150.108012,1.664937,22.51,,,
222,55,150.108640,2.568519,23.33,B2,sn_acs_only_0222_jwst1.png,sn_acs_only_0222_jwst2.png
223,250,150.138762,2.569968,21.05,B2,sn_acs_only_0223_jwst1.png,sn_acs_only_0223_jwst2.png
224,297,150.151580,2.593711,22.14,B2,sn_acs_only_0224_jwst1.png,sn_acs_only_0224_jwst2.png
225,365,150.162926,2.595919,21.47,B2,sn_acs_only_0225_jwst1.png,sn_acs_only_0225_jwst2.png
226,14,150.114555,1.703021,19.90,,,
227,300,150.136052,2.043724,24.03,A3,sn_acs_only_0227_jwst1.png,sn_acs_only_0227_jwst2.png
228,303,150.132931,2.027945,23.10,A3,sn_acs_only_0228_jwst1.png,sn_acs_only_0228_jwst2.png
229,233,150.142655,2.364642,22.16,B8,sn_acs_only_0229_jwst1.png,sn_acs_only_0229_jwst2.png
230,254,150.136014,2.346304,24.17,B8,sn_acs_only_0230_jwst1.png,sn_acs_only_0230_jwst2.png
231,124,150.164303,2.710695,23.43,,,
232,116,150.165468,2.072569,24.21,A3,sn_acs_only_0232_jwst1.png,sn_acs_only_0232_jwst2.png
233,215,150.149604,2.076201,19.28,A3,sn_acs_only_0233_jwst1.png,sn_acs_only_0233_jwst2.png
234,402,150.133662,2.117328,21.39,A3,sn_acs_only_0234_jwst1.png,sn_acs_only_0234_jwst2.png
235,219,150.154146,2.391577,23.89,B8,sn_acs_only_0235_jwst1.png,sn_acs_only_0235_jwst2.png
236,111,150.184746,2.488590,22.44,B3,sn_acs_only_0236_jwst1.png,sn_acs_only_0236_jwst2.png
237,192,150.170522,1.880745,21.85,A9,sn_acs_only_0237_jwst1.png,sn_acs_only_0237_jwst2.png
238,228,150.184055,2.207969,23.55,B8,sn_acs_only_0238_jwst1.png,sn_acs_only_0238_jwst2.png
239,75,150.201689,2.539169,22.11,B3,sn_acs_only_0239_jwst1.png,sn_acs_only_0239_jwst2.png
240,78,150.201153,2.538713,24.20,B3,sn_acs_only_0240_jwst1.png,sn_acs_only_0240_jwst2.png
241,66,150.169485,2.263798,18.96,B8,sn_acs_only_0241_jwst1.png,sn_acs_only_0241_jwst2.png
242,160,150.191567,2.275120,21.92,B8,sn_acs_only_0242_jwst1.png,sn_acs_only_0242_jwst2.png
243,162,150.181876,1.669219,19.96,,,
244,250,150.194710,1.659119,19.53,,,
245,260,150.194834,1.653391,20.78,,,
246,298,150.171768,1.990361,21.48,A4,sn_acs_only_0246_jwst1.png,sn_acs_only_0246_jwst2.png
247,405,150.167886,2.553730,21.98,B2,sn_acs_only_0247_jwst1.png,sn_acs_only_0247_jwst2.png
248,88,150.211219,2.609260,20.87,,,
249,261,150.187287,2.626781,23.81,,,
250,245,150.186234,2.665939,21.21,,,
251,125,150.225022,2.396949,24.03,B3,sn_acs_only_0251_jwst1.png,sn_acs_only_0251_jwst2.png
252,247,150.209822,2.754161,21.63,,,
253,259,150.208266,2.128836,23.10,A4,sn_acs_only_0253_jwst1.png,sn_acs_only_0253_jwst2.png
254,295,150.203616,2.124682,20.66,A4,sn_acs_only_0254_jwst1.png,sn_acs_only_0254_jwst2.png
255,181,150.226710,2.785708,24.17,,,
256,110,150.249767,2.531143,23.87,B3,sn_acs_only_0256_jwst1.png,sn_acs_only_0256_jwst2.png
257,316,150.219108,2.534773,21.96,B3,sn_acs_only_0257_jwst1.png,sn_acs_only_0257_jwst2.png
258,240,150.233579,1.941815,23.02,A9,sn_acs_only_0258_jwst1.png,sn_acs_only_0258_jwst2.png
259,264,150.228955,1.938646,22.21,A9,sn_acs_only_0259_jwst1.png,sn_acs_only_0259_jwst2.png
260,162,150.237370,2.827110,23.86,,,
261,328,150.218611,1.668450,22.35,,,
262,178,150.238907,2.584377,21.13,,,
263,329,150.226091,1.997998,24.33,A4,sn_acs_only_0263_jwst1.png,sn_acs_only_0263_jwst2.png
264,243,150.242285,2.607524,19.57,,,
265,259,150.244303,2.628366,21.74,,,
266,293,150.234012,2.606324,20.45,,,
267,290,150.241269,2.655070,22.13,,,
268,360,150.227919,2.651206,22.01,,,
269,327,150.259052,2.417821,21.17,B3,sn_acs_only_0269_jwst1.png,sn_acs_only_0269_jwst2.png
270,320,150.250067,2.728490,24.27,,,
271,298,150.259123,2.424681,22.43,B3,sn_acs_only_0271_jwst1.png,sn_acs_only_0271_jwst2.png
272,137,150.280070,2.751908,23.82,,,
273,315,150.271699,2.516635,21.49,B3,sn_acs_only_0273_jwst1.png,sn_acs_only_0273_jwst2.png
274,410,150.264032,2.551004,24.19,B3,sn_acs_only_0274_jwst1.png,sn_acs_only_0274_jwst2.png
275,412,150.268920,2.580366,23.50,,,
276,87,150.323197,2.295428,22.72,B9,sn_acs_only_0276_jwst1.png,sn_acs_only_0276_jwst2.png
277,37,150.270877,1.665305,20.62,,,
278,185,150.296384,2.587176,21.84,,,
279,442,150.274744,1.995596,20.00,A4,sn_acs_only_0279_jwst1.png,sn_acs_only_0279_jwst2.png
280,223,150.303644,2.333258,23.45,B9,sn_acs_only_0280_jwst1.png,sn_acs_only_0280_jwst2.png
281,294,150.287342,1.745923,22.02,A10,sn_acs_only_0281_jwst1.png,sn_acs_only_0281_jwst2.png
282,328,150.299103,2.043253,22.71,A4,sn_acs_only_0282_jwst1.png,sn_acs_only_0282_jwst2.png
283,142,150.329653,2.094653,20.22,A4,sn_acs_only_0283_jwst1.png,sn_acs_only_0283_jwst2.png
284,181,150.328286,2.124957,22.30,A4,sn_acs_only_0284_jwst1.png,sn_acs_only_0284_jwst2.png
285,189,150.326939,2.122440,18.96,A4,sn_acs_only_0285_jwst1.png,sn_acs_only_0285_jwst2.png
286,350,150.304443,2.439537,24.38,B3,sn_acs_only_0286_jwst1.png,sn_acs_only_0286_jwst2.png
287,361,150.306656,2.171653,20.12,B9,sn_acs_only_0287_jwst1.png,sn_acs_only_0287_jwst2.png
288,210,150.329018,2.490326,20.76,B4,sn_acs_only_0288_jwst1.png,sn_acs_only_0288_jwst2.png
289,294,150.317103,2.483531,21.89,B3,sn_acs_only_0289_jwst1.png,sn_acs_only_0289_jwst2.png
290,56,150.362401,1.630738,21.57,,,
291,57,150.362042,1.630122,22.91,,,
292,138,150.351085,1.643201,18.99,,,
293,155,150.351684,2.219557,24.17,B9,sn_acs_only_0293_jwst1.png,sn_acs_only_0293_jwst2.png
294,176,150.347714,2.213463,22.02,B9,sn_acs_only_0294_jwst1.png,sn_acs_only_0294_jwst2.png
295,294,150.332070,2.243246,23.11,B9,sn_acs_only_0295_jwst1.png,sn_acs_only_0295_jwst2.png
296,197,150.345960,2.564103,19.50,,,
297,228,150.349698,1.948301,22.30,A5,sn_acs_only_0297_jwst1.png,sn_acs_only_0297_jwst2.png
298,34,150.377798,2.285159,22.32,B9,sn_acs_only_0298_jwst1.png,sn_acs_only_0298_jwst2.png
299,117,150.338458,1.685798,21.24,,,
300,69,150.372848,1.986033,23.05,A5,sn_acs_only_0300_jwst1.png,sn_acs_only_0300_jwst2.png
301,101,150.369415,2.599694,22.67,,,
302,14,150.386074,1.726329,23.42,,,
303,243,150.354674,2.646566,23.08,,,
304,170,150.359213,2.037567,20.73,A5,sn_acs_only_0304_jwst1.png,sn_acs_only_0304_jwst2.png
305,283,150.390143,2.061828,22.87,A5,sn_acs_only_0305_jwst1.png,sn_acs_only_0305_jwst2.png
306,313,150.353968,2.388605,22.35,B4,sn_acs_only_0306_jwst1.png,sn_acs_only_0306_jwst2.png
307,140,150.369156,2.730431,21.15,,,
308,123,150.383493,1.943567,23.37,A5,sn_acs_only_0308_jwst1.png,sn_acs_only_0308_jwst2.png
309,424,150.381304,2.600080,22.26,,,
310,51,150.430086,2.308754,21.32,B5,sn_acs_only_0310_jwst1.png,sn_acs_only_0310_jwst2.png
311,89,150.424715,2.624241,22.12,,,
312,364,150.385685,2.645897,20.62,,,
313,352,150.403315,2.062384,23.96,A5,sn_acs_only_0313_jwst1.png,sn_acs_only_0313_jwst2.png
314,382,150.396898,2.054559,19.44,A5,sn_acs_only_0314_jwst1.png,sn_acs_only_0314_jwst2.png
315,401,150.396991,2.064154,21.15,A5,sn_acs_only_0315_jwst1.png,sn_acs_only_0315_jwst2.png
316,178,150.430685,2.391544,22.02,B4,sn_acs_only_0316_jwst1.png,sn_acs_only_0316_jwst2.png
317,106,150.439725,1.769645,22.01,,,
318,299,150.421759,2.436223,22.58,B4,sn_acs_only_0318_jwst1.png,sn_acs_only_0318_jwst2.png
319,327,150.432314,1.883908,22.45,,,
320,51,150.466299,2.190409,21.59,B10,sn_acs_only_0320_jwst1.png,sn_acs_only_0320_jwst2.png
321,85,150.465622,2.213241,20.57,B10,sn_acs_only_0321_jwst1.png,sn_acs_only_0321_jwst2.png
322,153,150.456125,2.211111,24.10,B10,sn_acs_only_0322_jwst1.png,sn_acs_only_0322_jwst2.png
323,89,150.460203,2.499367,20.88,B4,sn_acs_only_0323_jwst1.png,sn_acs_only_0323_jwst2.png
324,172,150.449920,2.500125,22.39,B4,sn_acs_only_0324_jwst1.png,sn_acs_only_0324_jwst2.png
325,427,150.425156,2.523697,23.23,,,
326,12,150.427331,1.653715,22.31,,,
327,79,150.475456,2.564137,22.96,,,
328,121,150.471818,2.562448,21.35,,,
329,48,150.482865,2.611273,21.19,,,
330,51,150.486370,2.633747,23.85,,,
331,333,150.442632,2.619232,20.85,,,
332,200,150.474697,2.040138,24.33,,,
333,165,150.477073,2.351440,24.22,B5,sn_acs_only_0333_jwst1.png,sn_acs_only_0333_jwst2.png
334,353,150.444885,1.749645,20.33,,,
335,212,150.482884,2.093174,22.43,B10,sn_acs_only_0335_jwst1.png,sn_acs_only_0335_jwst2.png
336,257,150.492274,2.094217,22.47,,,
337,317,150.505082,2.106669,21.26,,,
338,107,150.494486,1.800541,23.86,,,
339,393,150.465340,2.439570,22.25,B5,sn_acs_only_0339_jwst1.png,sn_acs_only_0339_jwst2.png
340,89,150.514158,1.883304,19.97,,,
341,147,150.502164,1.851889,20.99,,,
342,279,150.488648,1.894736,20.53,,,
343,72,150.511308,2.787107,21.83,,,
344,75,150.514513,2.810169,21.21,,,
345,113,150.510133,2.810030,19.51,,,
346,135,150.506964,2.809135,23.36,,,
347,137,150.506828,2.809478,22.34,,,
348,332,150.479400,2.798366,23.27,,,
349,398,150.474525,2.818562,24.22,,,
350,356,150.484993,2.543001,20.87,,,
351,42,150.525522,1.921301,19.71,,,
352,64,150.520432,1.908807,19.42,,,
353,137,150.524616,2.587347,22.17,,,
354,147,150.522780,2.581910,24.08,,,
355,359,150.497129,2.588605,18.73,,,
356,57,150.536238,1.706031,23.80,,,
357,218,150.510987,2.600200,20.87,,,
358,309,150.513663,2.373660,21.47,B5,sn_acs_only_0358_jwst1.png,sn_acs_only_0358_jwst2.png
359,324,150.513592,2.060545,21.83,,,
360,406,150.503296,2.062229,22.60,,,
361,52,150.555026,2.403436,22.04,B5,sn_acs_only_0361_jwst1.png,sn_acs_only_0361_jwst2.png
362,280,150.546573,2.195403,23.54,,,
363,308,150.541166,2.178689,23.69,,,
364,309,150.541321,2.180046,21.63,,,
365,383,150.532343,2.178159,22.60,,,
366,396,150.530307,2.175683,21.45,,,
367,129,150.570138,1.937952,22.24,,,
368,162,150.557731,1.892078,23.51,,,
369,225,150.547559,1.893989,19.15,,,
370,127,150.579146,2.282917,24.15,,,
371,131,150.581058,2.617413,21.34,,,
372,161,150.596900,1.746109,23.07,,,
373,198,150.577696,2.662708,19.28,,,
374,19,150.606100,2.060671,21.06,,,
375,42,150.602292,2.060881,22.78,,,
376,24,150.614822,2.412002,21.84,,,
377,226,150.610770,1.779657,20.00,,,
378,97,150.612588,2.454106,21.35,,,
379,222,150.614461,1.835338,21.17,,,
380,306,150.587744,2.773168,23.20,,,
381,105,150.612307,2.172345,21.20,,,
382,111,150.609659,2.167869,21.04,,,
383,192,150.592067,2.477487,20.62,,,
384,92,150.598998,1.927891,22.75,,,
385,56,150.630341,2.246030,18.79,,,
386,154,150.613511,2.243144,21.26,,,
387,262,150.595284,2.230072,23.83,,,
388,99,150.627212,1.951786,22.44,,,
389,198,150.606186,1.931541,24.09,,,
390,259,150.600626,1.943889,23.53,,,
391,324,150.593500,2.285101,21.90,,,
392,84,150.611553,1.679984,22.61,,,
393,198,150.635553,1.669113,20.73,,,
394,182,150.629529,2.332116,20.72,,,
395,82,150.624098,1.765680,21.02,,,
396,116,150.628100,1.741786,23.54,,,
397,219,150.651888,1.725738,23.17,,,
398,30,150.620795,1.815006,20.31,,,
399,88,150.625119,1.781777,18.34,,,
400,94,150.628521,1.799152,21.87,,,
401,21,150.618853,2.109712,21.56,,,
